Tran Date,CHQNO,PARTICULARS,DR,CR,BAL,SOL
31-03-2019,-,912010041956734:Int.Pd:01-01-2019 to 31-03-2019, ,809,93018.54,315
02-04-2019,-,POS/INNOVITI MHS/THANE/010419/20:32,550, ,92468.54,315
02-04-2019,-,NEFT/N092190218394076/NEUROBYTE VENTURES/SalMarch1, ,64743,157211.54,2
03-04-2019,-,ECS/BEL 3INT DIV 2018 19/1302750001515/AXIS BANK, ,96.6,157308.14,274
03-04-2019,-,ECS/BEL 3INT DIV 2018 19/1208160002346/AXIS BANK, ,140,157448.14,2
03-04-2019,-,UPI/P2M/909400256817/0103SL00IPAY,100, ,157348.14,315
04-04-2019,-,MOB/TPFT/DEEPAK PANDE/043010100001767,150000, ,7348.14,315
05-04-2019,-,INB/IFT/DEEPAK PANDE/TPARTY TRANSFER, ,150000,157348.14,327
05-04-2019,-,INB/IFT/PPF I-CONNECT COLLEC,50000, ,107348.14,315
05-04-2019,-,POS/NEW THANE MEADOWS/THANE/050419/17:45,472.5, ,106875.64,315
05-04-2019,-,REFUND\Flipkart Payments\REFUND DT.18-MAR-19, ,1643,108518.64,100
06-04-2019,-,ECOM PUR/Amazon Pay/8033420300/060419/13:38,500, ,108018.64,315
08-04-2019,-,UPI/P2A/909716700795/50100166105884,22079, ,85939.64,315
08-04-2019,-,AXISDIRECT/G099551/08-04-2019/09:04,2500, ,83439.64,315
08-04-2019,-,NACH-DR- BD BSE Limited,4750, ,78689.64,2567
09-04-2019,-,ECOM PUR/SWIGGY/BENGALURU/090419/19:18,550, ,78139.64,315
10-04-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100419/06:05,75, ,78064.64,315
12-04-2019,-,NACH-DR- BD BSE Limited,4750, ,73314.64,2567
12-04-2019,-,ECOM PUR/Amazon Pay/8033420300/120419/17:53,500, ,72814.64,315
13-04-2019,-,POS/MIRAH HOSPITALITY/THANE/130419/15:37,2100, ,70714.64,315
15-04-2019,-,ECOM PUR/SWIGGY/BENGALURU/140419/19:32,272, ,70442.64,315
16-04-2019,-,NACH-DR- BD BSE Limited,1000, ,69442.64,2567
17-04-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/170419/05:23,199, ,69243.64,315
22-04-2019,-,ECOM PUR/Bigtree Enter/Mumbai/210419/14:02,920, ,68323.64,315
22-04-2019,-,POS/PRASHANT CORNER/MUMBAI/210419/17:32,256, ,68067.64,315
22-04-2019,-,UPI/P2A/911214600929/002001613760,4100, ,63967.64,315
23-04-2019,-,NACH-DR- BD BSE Limited,4750, ,59217.64,2567
23-04-2019,-,ECOM PUR/Amazon Pay/8033420300/230419/18:02,500, ,58717.64,315
23-04-2019,-,UPI/P2A/911323972334/SAURABH YATISH GUJARATHI, ,460,59177.64,315
24-04-2019,-,UPI/P2A/911442170827/918010004958715,165, ,59012.64,315
26-04-2019,-,POS/MC DONALDS/THANE/260419/17:45,160, ,58852.64,315
27-04-2019,-,ECOM PUR/BHARTI AIRTEL/Gurugram/270419/16:49,349, ,58503.64,315
29-04-2019,-,NACH-DR- BD BSE Limited,4750, ,53753.64,2567
29-04-2019,-,POS/INNOVITI MHS/THANE/290419/15:42,335, ,53418.64,315
30-04-2019,-,POS/VIVIANA MALL THAN/THANE/300419/23:13,1634, ,51784.64,315
01-05-2019,-,NEFT/N121190229937256/NEUROBYTE VENTURES/SalaryApr, ,66510,118294.64,2
01-05-2019,-,UPI/P2A/912113735140/50100166105884,7623, ,110671.64,315
01-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/010519/16:12,85, ,110586.64,315
02-05-2019,-,INB/658699022/NJ INDIA INVEST PVT LTD/91201004195,50000, ,60586.64,315
03-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/030519/17:59,74, ,60512.64,315
04-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/040519/22:33,75, ,60437.64,315
06-05-2019,-,ECOM PUR/Amazon Seller/Bangalore/050519/13:41,295, ,60142.64,315
06-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/050519/16:05,40, ,60102.64,315
06-05-2019,-,POS/PRASHANT CORNER/MUMBAI/050519/16:53,330, ,59772.64,315
06-05-2019,-,POS/INNOVITI MHS/THANE/050519/17:02,580, ,59192.64,315
07-05-2019,-,AXISDIRECT/J055264/07-05-2019/09:05,2500, ,56692.64,315
08-05-2019,-,NACH-DR- BD BSE Limited,4750, ,51942.64,2567
08-05-2019,-,INB/660156340/ATOM STOCK BROKERS/912010041956734,6500, ,45442.64,315
08-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/080519/21:15,119, ,45323.64,315
09-05-2019,-,POS/WRAPPY AFFAIRS/THANE/090519/19:10,147, ,45176.64,315
09-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/090519/21:52,107, ,45069.64,315
10-05-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100519/04:05,75, ,44994.64,315
12-05-2019,-,POS/TRP THE LOUNGE/THANE/120519/02:00,1150, ,43844.64,315
12-05-2019,-,UPI/P2A/913223451397/00000032264552760,1000, ,42844.64,315
13-05-2019,-,NACH-DR- BD BSE Limited,4750, ,38094.64,2567
15-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/150519/18:18,147, ,37947.64,315
16-05-2019,-,INB/661976584/ATOM STOCK BROKERS/912010041956734,5700, ,32247.64,315
16-05-2019,-,NEFT/N136190827232739/NJ INDIA INVEST PVT LTD/9120, ,50128.43,82376.07,248
16-05-2019,-,NACH-DR- BD BSE Limited,1000, ,81376.07,2567
16-05-2019,-,ECOM PUR/DOMINOS/MUMBAI/160519/17:44,341, ,81035.07,315
17-05-2019,-,ECOM PUR/AMAZON INTERN/NEW DELHI/170519/10:38,2, ,81033.07,315
17-05-2019,-,POS/MHAISKAR INFRASTR/KHOPOLI/170519/19:31,230, ,80803.07,315
20-05-2019,-,ECOM PUR/MSRTC/MUMBAI/190519/10:23,520, ,80283.07,315
20-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/200519/18:32,25, ,80258.07,315
21-05-2019,-,ECOM PUR/FLIPKART PAYM/BANGALORE/210519/23:33,1318, ,78940.07,315
22-05-2019,-,REFUND/AMAZON INTERNET SERVIC\ROS PLA/DT.170519, ,2,78942.07,100
22-05-2019,-,ECOM PUR/FLIPKART PAYM/BANGALORE/220519/18:36,1220, ,77722.07,315
23-05-2019,-,NACH-DR- BD BSE Limited,4750, ,72972.07,2567
24-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/240519/18:36,112, ,72860.07,315
25-05-2019,-,POS/MIRAH HOSPITALITY/THANE/250519/14:59,2625, ,70235.07,315
25-05-2019,-,ECOM PUR/PAYTM/Noida/250519/21:27,21.23, ,70213.84,315
27-05-2019,-,UPI/P2M/914737123391/SUNDAR KE/Paytm Pay/Oid2019,121, ,70092.84,315
27-05-2019,-,ATM-CASH/+SHOP 6D AMRAPALI/THANE/270519,400, ,69692.84,315
27-05-2019,-,ECOM PUR/SWIGGY/MUMBAI/270519/22:08,215, ,69477.84,315
28-05-2019,-,UPI/P2M/914842152849/Ceder Uni/Paytm Pay/Oid2019,100, ,69377.84,315
28-05-2019,-,AXISDIRECT/J915515/28-05-2019/07:05, ,3471.92,72849.76,4
29-05-2019,-,POS/Bethany Trust - B/MUMBAI/290519/16:53,550, ,72299.76,315
29-05-2019,-,REFUND/FLIPKART PAYMENTS\VAISHNAVI SU/DT.220519, ,599,72898.76,100
29-05-2019,-,REFUND/FLIPKART PAYMENTS\VAISHNAVI SU/DT.220519, ,621,73519.76,100
29-05-2019,-,POS/MASTI FUN N WINES/MUMBAI/290519/20:14,1400, ,72119.76,315
29-05-2019,-,REFUND/FLIPKART PAYMENTS\VAISHNAVI SU/DT.240519, ,179,72298.76,100
30-05-2019,-,NEFT/N150190241130742/NEUROBYTE VENTURES/SalMay201, ,66510,138808.76,2
30-05-2019,-,NACH-DR- BD BSE Limited,4750, ,134058.76,2567
30-05-2019,-,UPI/P2A/915012139274/SANKET NA/ICICI Ban/Party,200, ,133858.76,315
30-05-2019,-,ECOM PUR/SWIGGY/BENGALURU/300519/17:57,112, ,133746.76,315
30-05-2019,-,ECOM PUR/PAY*ZOMATO CO/GURGAON/300519/18:12,106.76, ,133640,315
30-05-2019,-,UPI/P2M/915018129007/Swiggy/Axis Bank/Swiggy O,74, ,133566,315
31-05-2019,-,ECOM PUR/ONE97 COMMUNI/NOIDA/310519/15:53,2000, ,131566,315
01-06-2019,-,ECOM PUR/swiggy PayTM/Mumbai/010619/10:41,133, ,131433,315
01-06-2019,-,ECOM PUR/ONE97 COMMUNI/NOIDA/010619/15:29,84, ,131349,315
01-06-2019,-,ECOM PUR/DOMINOS/MUMBAI/010619/19:04,371, ,130978,315
03-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/020619/18:45,77, ,130901,315
03-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/020619/23:51,215, ,130686,315
03-06-2019,-,ECOM PUR/Amazon Seller/Bangalore/030619/00:59,932, ,129754,315
03-06-2019,-,ECOM PUR/FLIPKART PAYM/BANGALORE/030619/01:23,744, ,129010,315
03-06-2019,-,POS/BIG BAZAAR/THANE/030619/21:33,7466.03, ,121543.97,315
04-06-2019,-,NEFT/N155190842065459/ZERODHA BROKING LTDCLIENT AC, ,12987.61,134531.58,2
04-06-2019,-,ECOM PUR/PAYTM/Noida/040619/13:02,51, ,134480.58,315
05-06-2019,-,ECOM PUR/PAYPAL *PHUKE/Singapore/050619/11:35,26531.76, ,107948.82,315
05-06-2019,-,MOB/TPFT/DEEPAK PANDE/043010100001767,10000, ,97948.82,315
05-06-2019,-,POS/LOYALTY LOUNGE/MUMBAI/060619/00:09,25, ,97923.82,315
06-06-2019,-,PUR-REV//060619/00:09, ,25,97948.82,315
06-06-2019,-,INB/IFT/DEEPAK PANDE/TPARTY TRANSFER, ,10000,107948.82,327
06-06-2019,-,NACH-DR- BD BSE Limited,4750, ,103198.82,2567
07-06-2019,-,AXISDIRECT/K232411/07-06-2019/08:06,2500, ,100698.82,315
07-06-2019,-,REFUND/SWIGGY\NO 4 1 9THFLOOR TOWER D/DT.300519, ,112,100810.82,100
07-06-2019,-,REFUND/FLIPKART PAYMENTS\VAISHNAVI SU/DT.040619, ,556,101366.82,100
07-06-2019,-,REFUND/SWIGGY\E 510 CRYSTAL PLAZANEW /DT.030619, ,204,101570.82,100
07-06-2019,-,MDU MIGS REFUND/Amazon Seller Servic/05-JUN-19, ,449,102019.82,100
07-06-2019,-,MDU MIGS REFUND/Amazon Seller Servic/05-JUN-19, ,483,102502.82,100
08-06-2019,-,POS/THE SEAHAG/PHUKET/080619/19:45,1705.72, ,100797.1,315
08-06-2019,-,POS/HOLLYWOOD PHUKET/PHUKET/080619/20:45,1479.82, ,99317.28,315
08-06-2019,-,ATM-CASH/SUBWAY PATONG/PHUKET/080619,17194.57, ,82122.71,315
09-06-2019,-,POS/PZD543 PATONG BEA/PHUKET/090619/19:53,1472.9, ,80649.81,315
10-06-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100619/04:06,75, ,80574.81,315
10-06-2019,-,POS/BAN LAIMAI BEACH/PHUKET/100619/10:24,1383.06, ,79191.75,315
10-06-2019,-,POS/NAVASRIGANESH/KRABI/100619/16:04,1530.53, ,77661.22,315
10-06-2019,-,POS/NOORI INDIA RESTA/KRABI/100619/21:48,569.34, ,77091.88,315
11-06-2019,-,POS/BK1096-AONANG/KRABI/110619/06:35,650.02, ,76441.86,315
11-06-2019,-,ATM-CASH/BURITARA RESOR/KRABI/110619,5298.33, ,71143.53,315
11-06-2019,-,TIPS/SCG/POS/HOLLYWOOD PHUKET\7/DT.08-JUN-19,1.2, ,71142.33,100
11-06-2019,-,TIPS/SCG/POS/THE SEAHAG\RATUTHI/DT.08-JUN-19,1.38, ,71140.95,100
11-06-2019,-,POS/NAVASRIGANESH/KRABI/110619/18:59,1825.57, ,69315.38,315
11-06-2019,-,POS/DUCK STORE THAIL/KRABI/110619/19:49,2032.95, ,67282.43,315
11-06-2019,-,POS/PEETHAL/KRABI/110619/21:10,2494.98, ,64787.45,315
11-06-2019,-,UPI/P2A/916223139145/GOOGLEPAY/Axis Bank/UPI, ,149,64936.45,315
12-06-2019,-,POS/PHRA NANG INN HOT/KRABI/120619/10:35,2587.39, ,62349.06,315
12-06-2019,-,POS/BK1096-AONANG/KRABI/120619/10:45,1741.86, ,60607.2,315
12-06-2019,-,POS/DUCK STORE THAIL/KRABI/120619/11:44,1270.59, ,59336.61,315
12-06-2019,-,REFUND/FLIPKART PAYMENTS\VAISHNAVI SUDT/.050619, ,188,59524.61,100
12-06-2019,-,TIPS/SCG/POS/BAN LAIMAI BEACH R/DT.10-JUN-19,5.26, ,59519.35,100
12-06-2019,-,TIPS/SCG/POS/PZD543 PATONG BEAC/DT.09-JUN-19,5.61, ,59513.74,100
12-06-2019,-,TIPS/SCG/POS/NAVASRIGANESH\T.AO/DT.10-JUN-19,5.83, ,59507.91,100
13-06-2019,-,NACH-DR- BD BSE Limited,4750, ,54757.91,2567
13-06-2019,-,ECS/TGBL DIV.13062019/TA00095914120/AXIS BANK  UTB, ,250,55007.91,2
13-06-2019,-,ECS/TGBL DIV.13062019/TA00105378130/AXIS BANK  UTB, ,462.5,55470.41,274
13-06-2019,-,UPI/P2M/916436563340/SUNDAR KE/Paytm Pay/Oid2019,51, ,55419.41,315
13-06-2019,-,UPI/P2A/916414803727/SAURABH Y/ICICI Ban/Thailan, ,7828,63247.41,315
13-06-2019,-,NEFT/1730490328/SANKET NALAVADE/NEFT//Thailand/Sar, ,31081,94328.41,2
13-06-2019,-,TIPS/SCG/POS/NOORI INDIA RESTAU/DT.10-JUN-19,1.21, ,94327.2,100
13-06-2019,-,TIPS/SCG/POS/DUCK STORE THAILA/DT.11-JUN-19, ,0.03,94327.23,100
13-06-2019,-,TIPS/SCG/POS/PEETHAL\AO-NANG\KR/DT.11-JUN-19, ,0.04,94327.27,100
13-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/130619/19:00,79, ,94248.27,315
13-06-2019,-,UPI/P2M/916419128698/billdeskt/ICICI Ban/UPI,50, ,94198.27,315
14-06-2019,-,UPI/P2M/916536871559/SUNDAR KE/Paytm Pay/Oid2019,51, ,94147.27,315
14-06-2019,-,Consolidated DP Charges,29.5, ,94117.77,315
14-06-2019,-,TIPS/SCG/POS/DUCK STORE THAILA/DT.12-JUN-19,1.02, ,94116.75,100
14-06-2019,-,TIPS/SCG/POS/BK1096-AONANG\2 FL/DT.11-JUN-19,1.91, ,94114.84,100
14-06-2019,-,TIPS/SCG/POS/PHRA NANG INN HOTE/DT.12-JUN-19,2.08, ,94112.76,100
14-06-2019,-,TIPS/SCG/POS/NAVASRIGANESH\T.AO/DT.11-JUN-19,5.39, ,94107.37,100
14-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/140619/17:54,291, ,93816.37,315
14-06-2019,-,INB/668728170/NJ INDIA INVEST PVT LTD/91201004195,50000, ,43816.37,315
15-06-2019,-,TIPS/SCG/POS/BK1096-AONANG\2 FL/DT.12-JUN-19,7.52, ,43808.85,100
15-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/150619/18:12,126, ,43682.85,315
16-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/160619/15:58,317, ,43365.85,315
16-06-2019,-,POS/MASTI FUN N WINES/MUMBAI/160619/16:19,1250, ,42115.85,315
16-06-2019,-,UPI/P2A/916723676184/SANKET NA/ICICI Ban/UPI,190, ,41925.85,315
17-06-2019,-,INB/669215569/ATOM STOCK BROKERS/912010041956734,11800, ,30125.85,315
17-06-2019,-,ECOM PUR/Flipkart Inte/18002089898/170619/22:31,1259, ,28866.85,315
18-06-2019,-,NACH-DR- BD BSE Limited,1000, ,27866.85,2567
18-06-2019,-,UPI/P2M/916942174712/Paytm/Paytm Pay/Oid85324,400, ,27466.85,315
18-06-2019,-,UPI/P2M/916942273481/Paytm/Paytm Pay/Oid85325,300, ,27166.85,315
18-06-2019,-,UPI/P2A/916944386278/VIKAS CHA/Axis Bank/NA,350, ,26816.85,315
19-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/190619/17:55,42, ,26774.85,315
21-06-2019,-,NACH-DR- BD BSE Limited,4750, ,22024.85,2567
21-06-2019,-,ECOM PUR/SWIGGY/MUMBAI/210619/18:07,72, ,21952.85,315
23-06-2019,-,ECOM PUR/FLIPKART INTE/BANGALORE/230619/01:29,312, ,21640.85,315
23-06-2019,-,ECOM PUR/paywww mcdel/GURGAON/230619/15:34,299, ,21341.85,315
25-06-2019,-,ECOM PUR/Bigtree Enter/Mumbai/250619/16:25,291.68, ,21050.17,315
25-06-2019,-,UPI/P2A/917616105909/SANKET NA/ICICI Ban/Movie, ,73,21123.17,315
25-06-2019,-,POS/MC DONALDS/THANE/250619/17:58,132, ,20991.17,315
25-06-2019,-,POS/MC DONALDS/THANE/250619/18:20,34, ,20957.17,315
25-06-2019,-,UPI/P2A/917619023049/DIPTISH H/State Ban/UPI, ,73,21030.17,315
26-06-2019,-,UPI/P2A/917711727347/SANKET NA/ICICI Ban/Movie s, ,73,21103.17,315
26-06-2019,-,ECOM PUR/swiggyPayU/Mumbai/260619/19:06,75, ,21028.17,315
27-06-2019,-,NACH-DR- BD BSE Limited,4750, ,16278.17,2567
30-06-2019,-,912010041956734:Int.Pd:01-04-2019 to 30-06-2019, ,587,16865.17,315
30-06-2019,-,ECOM PUR/DOMINOS/MUMBAI/300619/21:14,392, ,16473.17,315
02-07-2019,-,NEFT/N183190864869570/ZERODHA BROKING LTDCLIENT AC, ,27197.75,43670.92,2
02-07-2019,-,NEFT/N183190255585030/NEUROBYTE VENTURES/SalJun201, ,66510,110180.92,2
02-07-2019,-,POS/MC DONALDS/THANE/020719/22:48,35, ,110145.92,315
03-07-2019,-,ECOM PUR/Flipkart Inte/18002089898/030719/11:31,2589, ,107556.92,315
03-07-2019,-,ATM-CASH/+G B ROAD THANE W/THANE/030719,400, ,107156.92,315
03-07-2019,-,POS/CHULHA/THANE/030719/20:58,943, ,106213.92,315
05-07-2019,-,POS/CREAM CENTRE/THANE/050719/15:10,260, ,105953.92,315
05-07-2019,-,ECOM PUR/Bigtree Enter/Mumbai/050719/23:27,700, ,105253.92,315
05-07-2019,-,UPI/P2A/918623860133/DIPTISH H/State Ban/UPI, ,700,105953.92,315
06-07-2019,-,ECOM PUR/Amazon Seller/Bangalore/060719/10:56,399, ,105554.92,315
06-07-2019,-,ECOM PUR/SWIGGY/MUMBAI/060719/15:29,75, ,105479.92,315
07-07-2019,-,ECOM PUR/Bigtree Enter/Mumbai/070719/13:31,519.12, ,104960.8,315
07-07-2019,-,ECOM PUR/SWIGGY/MUMBAI/070719/18:21,669, ,104291.8,315
07-07-2019,-,POS/VIVIANA TRD THANE/THANE/070719/22:51,420, ,103871.8,315
08-07-2019,-,AXISDIRECT/L307444/08-07-2019/09:07,2500, ,101371.8,315
08-07-2019,-,NACH-DR- BD BSE Limited,4750, ,96621.8,2567
08-07-2019,-,MDU MIGS REFUND/Amazon Seller Servic/06-JUL-19, ,399,97020.8,100
08-07-2019,-,ECOM PUR/AMAZON/MUMBAI/080719/18:44,408, ,96612.8,315
09-07-2019,-,ECOM PUR/Payu*ZOMATO M/Gurgaon/090719/17:52,117.38, ,96495.42,315
10-07-2019,-,ECOM PUR/Amazon Seller/Bangalore/100719/01:48,184, ,96311.42,315
10-07-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100719/04:05,75, ,96236.42,315
10-07-2019,-,NEFT/N191190872663071/NJ INDIA INVEST PVT LTD/9120, ,101455.84,197692.26,2
11-07-2019,-,NACH-DR- BD BSE Limited,4750, ,192942.26,2567
11-07-2019,-,ECOM PUR/SWIGGY/MUMBAI/110719/17:43,80, ,192862.26,315
11-07-2019,-,MOB/TPFT/SANCHIT DEEPAK /911010024955726,153000, ,39862.26,315
12-07-2019,-,ECOM PUR/SWIGGY/MUMBAI/120719/22:40,580, ,39282.26,315
13-07-2019,-,ECOM PUR/AMAZON/MUMBAI/130719/20:53,204, ,39078.26,315
14-07-2019,-,POS/THE DANSING BOTTL/MUMBAI/140719/01:00,315, ,38763.26,315
14-07-2019,-,UPI/P2A/919514862560/SANKET NA/ICICI Ban/Yesterd,1000, ,37763.26,315
15-07-2019,-,NEFT/000017733529/AKSHIT VINIT JAIN//URGENT/, ,20563,58326.26,2
16-07-2019,-,ECS/ITC LIMITED/771709/AXIS BANK  UTB, ,1294,59620.26,2
16-07-2019,-,ECOM PUR/MYNTRA/BANGALORE/160719/16:16,1948, ,57672.26,315
16-07-2019,-,ECOM PUR/DOMINOS/MUMBAI/160719/23:34,669, ,57003.26,315
18-07-2019,-,NACH-DR- BD BSE Limited,1000, ,56003.26,2567
21-07-2019,-,ECOM PUR/AIRTEL/MUMBAI/210719/22:16,19, ,55984.26,315
22-07-2019,-,ECOM PUR/Amazon Seller/Bangalore/220719/01:31,1563, ,54421.26,315
22-07-2019,-,POS/KARVES DENTECH/THANE/220719/20:50,6500, ,47921.26,315
23-07-2019,-,NACH-DR- BD BSE Limited,4750, ,43171.26,2567
23-07-2019,-,POS/Big Bazaar/THANE/230719/20:07,889.38, ,42281.88,315
23-07-2019,-,POS/Big Bazaar/THANE/230719/20:09,449, ,41832.88,315
23-07-2019,-,POS/FUTURE RETAIL LTD/THANE/230719/20:25,449, ,41383.88,315
24-07-2019,-,ECOM PUR/Bigtree Enter/Mumbai/240719/16:29,507.6, ,40876.28,315
24-07-2019,-,UPI/P2A/920517730722/SANKET NA/ICICI Ban/Movie, ,205,41081.28,315
24-07-2019,-,ECOM PUR/DOMINOS/MUMBAI/240719/17:37,654, ,40427.28,315
24-07-2019,-,ECOM PUR/Myntra Design/MUMBAI/240719/17:54,815.85, ,39611.43,315
24-07-2019,-,POS/BETHANY TRUST - B/MUMBAI/240719/22:01,3000, ,36611.43,315
26-07-2019,-,POS/BETHANY TRUST - B/MUMBAI/260719/16:26,250, ,36361.43,315
26-07-2019,-,POS/BETHANY HOSPITAL/THANE/260719/16:44,1266.65, ,35094.78,315
26-07-2019,-,POS/BETHANY TRUST - B/MUMBAI/260719/16:56,150, ,34944.78,315
26-07-2019,-,ECOM PUR/ZOMATO MEDIA/GURGAON/260719/17:37,84.06, ,34860.72,315
27-07-2019,-,POS/MC DONALDS/THANE/270719/12:19,635.01, ,34225.71,315
27-07-2019,-,POS/MC DONALDS/THANE/270719/12:20,135, ,34090.71,315
30-07-2019,-,NACH-DR- BD BSE Limited,4750, ,29340.71,2567
30-07-2019,-,UPI/P2A/921114333011/DIPTISH H/State Ban/na, ,200,29540.71,315
30-07-2019,-,POS/MC DONALDS/THANE/300719/21:11,251, ,29289.71,315
30-07-2019,-,POS/AMIR OIL AGENCY/MUMBAI/300719/22:48,100, ,29189.71,315
30-07-2019,-,POS/MAHALAXMI DRY/THANE/300719/22:52,135, ,29054.71,315
31-07-2019,-,NEFT/N212190267164075/NEUROBYTE VENTURES/SalJul201, ,66510,95564.71,2
01-08-2019,-,NEFT/N212190889337980/PATIL NIKITA RAHUL/Splitwise, ,4848.5,100413.21,2
01-08-2019,-,ECS/L T Finance Holdings/379262/AXIS BANK  UTB, ,100,100513.21,2
01-08-2019,-,ECS/L T Finance Holdings/379420/AXIS BANK  UTB, ,80,100593.21,2
05-08-2019,-,ECOM PUR/SWIGGY/MUMBAI/050819/09:58,405, ,100188.21,315
05-08-2019,-,POS/VIP INDUSTRIES LT/MUMBAI/050819/13:57,7640, ,92548.21,315
05-08-2019,-,ATM-CASH/+VIVIANA MALL/THANE/050819,500, ,92048.21,315
05-08-2019,-,ASHOK LEYLAND L/, ,620,92668.21,315
05-08-2019,-,ECOM PUR/AIRTEL/MUMBAI/050819/18:12,18, ,92650.21,315
05-08-2019,-,ECOM PUR/Myntra Design/MUMBAI/050819/20:01,1528.8, ,91121.41,315
05-08-2019,-,ECOM PUR/DOMINOS/MUMBAI/050819/20:20,382, ,90739.41,315
06-08-2019,-,ECOM PUR/Amazon Seller/Bangalore/060819/22:09,288, ,90451.41,315
07-08-2019,-,AXISDIRECT/M386827/07-08-2019/08:08,2500, ,87951.41,315
10-08-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100819/04:05,75, ,87876.41,315
10-08-2019,-,POS/EMBAUCHE RETAILER/MUMBAI/100819/20:20,2026, ,85850.41,315
11-08-2019,-,POS/HOPPIPOLA CHINA H/MUMBAI/110819/00:04,636, ,85214.41,315
11-08-2019,-,POS/MH 04 THE DRUNKYA/THANE/110819/01:15,527, ,84687.41,315
11-08-2019,-,ECOM PUR/Myntra Design/MUMBAI/120819/00:10,810, ,83877.41,315
